2022.01.31,0.879591592
2022.02.28,0.893887722
2022.03.31,0.90955462
2022.04.30,0.885627727
2022.05.31,0.874081231
2022.06.30,0.869451669
2022.07.31,0.888514946
2022.08.31,0.892818034
2022.09.30,0.902766534
2022.10.31,0.926018403
2022.11.30,0.916350447
2022.12.31,0.883141728
2023.01.31,0.905539017
2023.02.28,0.908422621
2023.03.31,0.925224474
2023.04.30,0.903443498
2023.05.31,0.890274838
2023.06.30,0.89175773
2023.07.31,0.906681032
2023.08.31,0.909800736
2023.09.30,0.918046054
2023.10.31,0.944515477
2023.11.30,0.935415456
2023.12.31,0.8961701
2024.01.31,0.931515789
2024.02.29,0.935835196
2024.03.31,0.949603816
2024.04.30,0.921506908
2024.05.31,0.913338028
2024.06.30,0.896324057
2024.07.31,0.923329584
2024.08.31,0.930062834
2024.09.30,0.9436505
2024.10.31,0.960537466
2024.11.30,0.949525155
2024.12.31,0.928786582
2025.01.31,0.925077314
2025.02.28,0.95062325
2025.03.31,0.965279443
2025.04.30,0.93924653
2025.05.31,0.929366476
2025.06.30,0.918569217
2025.07.31,0.941661048
2025.08.31,0.947169652
2025.09.30,0.958899518
2025.10.31,0.97895619
2025.11.30,0.968650793
2025.12.31,0.941612061
2026.01.31,0.950987333
2026.02.28,0.965283463
2026.03.31,0.980950361
2026.04.30,0.957023468
2026.05.31,0.945476972
2026.06.30,0.94084741
2026.07.31,0.959910687
2026.08.31,0.964213775
2026.09.30,0.974162275
2026.10.31,0.997414144
2026.11.30,0.987746187
2026.12.31,0.954537468
2027.01.31,0.976934758
2027.02.28,0.979818362
2027.03.31,0.996620214
2027.04.30,0.974839239
2027.05.31,0.961670578
2027.06.30,0.963153471
2027.07.31,0.978076773
2027.08.31,0.981196476
2027.09.30,0.989441795
2027.10.31,1.015911218
2027.11.30,1.006811197
2027.12.31,0.967565841
2028.01.31,1.00291153
2028.02.29,1.007230937
2028.03.31,1.020999556
2028.04.30,0.992902648
2028.05.31,0.984733769
2028.06.30,0.967719798
2028.07.31,0.994725324
2028.08.31,1.001458575
2028.09.30,1.015046241
2028.10.31,1.031933207
2028.11.30,1.020920896
2028.12.31,1.000182323
2029.01.31,0.996473055
2029.02.28,1.022018991
2029.03.31,1.036675183
2029.04.30,1.01064227
2029.05.31,1.000762217
2029.06.30,0.989964957
2029.07.31,1.013056789
2029.08.31,1.018565393
2029.09.30,1.030295259
2029.10.31,1.050351931
2029.11.30,1.040046534
2029.12.31,1.013007802
2030.01.31,1.022383074
2030.02.28,1.036679204
2030.03.31,1.052346102
2030.04.30,1.028419208
2030.05.31,1.016872712
2030.06.30,1.012243151
2030.07.31,1.031306428
2030.08.31,1.035609516
2030.09.30,1.045558016
2030.10.31,1.068809884
2030.11.30,1.059141928
2030.12.31,1.025933209
2031.01.31,1.048330499
2031.02.28,1.051214103
2031.03.31,1.068015955
2031.04.30,1.04623498
2031.05.31,1.033066319
2031.06.30,1.034549212
2031.07.31,1.049472514
2031.08.31,1.052592217
2031.09.30,1.060837536
2031.10.31,1.087306959
2031.11.30,1.078206938
2031.12.31,1.038961582
2032.01.31,1.074307271
2032.02.29,1.078626678
2032.03.31,1.092395297
2032.04.30,1.064298389
2032.05.31,1.05612951
2032.06.30,1.039115539
2032.07.31,1.066121065
2032.08.31,1.072854316
2032.09.30,1.086441981
2032.10.31,1.103328948
2032.11.30,1.092316637
2032.12.31,1.071578064
2033.01.31,1.067868795
2033.02.28,1.093414731
2033.03.31,1.108070924
2033.04.30,1.082038011
2033.05.31,1.072157958
2033.06.30,1.061360698
2033.07.31,1.08445253
2033.08.31,1.089961134
2033.09.30,1.101691
2033.10.31,1.121747672
2033.11.30,1.111442275
2033.12.31,1.084403543
2034.01.31,1.093778815
2034.02.28,1.108074945
2034.03.31,1.123741842
2034.04.30,1.099814949
2034.05.31,1.088268453
2034.06.30,1.083638892
2034.07.31,1.102702169
2034.08.31,1.107005257
2034.09.30,1.116953757
2034.10.31,1.140205625
2034.11.30,1.130537669
2034.12.31,1.09732895
2035.01.31,1.11972624
2035.02.28,1.122609844
2035.03.31,1.139411696
2035.04.30,1.117630721
2035.05.31,1.10446206
2035.06.30,1.105944952
2035.07.31,1.120868255
2035.08.31,1.123987958
2035.09.30,1.132233276
2035.10.31,1.158702699
2035.11.30,1.149602678
2035.12.31,1.110357323
2036.01.31,1.145703012
2036.02.29,1.150022419
2036.03.31,1.163791038
2036.04.30,1.13569413
2036.05.31,1.127525251
2036.06.30,1.110511279
2036.07.31,1.137516806
2036.08.31,1.144250057
2036.09.30,1.157837722
2036.10.31,1.174724688
2036.11.30,1.163712378
2036.12.31,1.142973805
2037.01.31,1.139264536
2037.02.28,1.164810472
2037.03.31,1.179466665
2037.04.30,1.153433752
2037.05.31,1.143553699
2037.06.30,1.132756439
2037.07.31,1.155848271
2037.08.31,1.161356874
2037.09.30,1.173086741
2037.10.31,1.193143413
2037.11.30,1.182838016
2037.12.31,1.155799283
2038.01.31,1.165174556
2038.02.28,1.179470686
2038.03.31,1.195137583
2038.04.30,1.17121069
2038.05.31,1.159664194
2038.06.30,1.155034633
2038.07.31,1.17409791
2038.08.31,1.178400998
2038.09.30,1.188349498
2038.10.31,1.211601366
2038.11.30,1.20193341
2038.12.31,1.168724691
2039.01.31,1.191121981
2039.02.28,1.194005585
2039.03.31,1.210807437
2039.04.30,1.189026462
2039.05.31,1.175857801
2039.06.30,1.177340693
2039.07.31,1.192263995
2039.08.31,1.195383699
2039.09.30,1.203629017
2039.10.31,1.23009844
2039.11.30,1.220998419
2039.12.31,1.181753064
2040.01.31,1.217098752
2040.02.29,1.22141816
2040.03.31,1.235186779
2040.04.30,1.207089871
2040.05.31,1.198920991
2040.06.30,1.18190702
2040.07.31,1.208912547
2040.08.31,1.215645798
2040.09.30,1.229233463
2040.10.31,1.246120429
2040.11.30,1.235108119
2040.12.31,1.214369546
2041.01.31,1.210660277
2041.02.28,1.236206213
2041.03.31,1.250862406
2041.04.30,1.224829493
2041.05.31,1.21494944
2041.06.30,1.20415218
2041.07.31,1.227244011
2041.08.31,1.232752615
2041.09.30,1.244482482
2041.10.31,1.264539153
2041.11.30,1.254233757
2041.12.31,1.227195024
2042.01.31,1.236570296
2042.02.28,1.250866427
